original_id,proposed_current_id,verified_current_id,mapping_method,supporting_sources,source_agreement,alternative_candidates,audit_status,audit_notes,manual_review_required
AO090011000379,AO090011000379,AO090011000379,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998126; RefSeq transcript:XM_023232915.1; RefSeq protein:XP_023093474.1; KEGG:aor:AO090011000379; KEGG->GeneID:5998126; KEGG->UniProt:Q2U0M5; UniProt:Q2U0M5,False
AO090005000853,AO090005000853,AO090005000853,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989810; RefSeq transcript:XM_001817813.3; RefSeq protein:XP_001817865.1; KEGG:aor:AO090005000853; KEGG->GeneID:5989810; KEGG->UniProt:Q2URF2; UniProt:Q2URF2,False
AO090023000839,AO090023000839,AO090023000839,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993344; RefSeq transcript:XM_023235788.1; RefSeq protein:XP_023090775.1; KEGG:aor:AO090023000839; KEGG->GeneID:5993344; KEGG->UniProt:Q2UGH5; UniProt:Q2UGH5,False
AO090011000678,AO090011000678,AO090011000678,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998375; RefSeq transcript:XM_001826220.3; RefSeq protein:XP_001826272.3; KEGG:aor:AO090011000678; KEGG->GeneID:5998375; KEGG->UniProt:Q2TZX6; UniProt:Q2TZX6,False
AO090038000558,AO090038000558,AO090038000558,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997556; RefSeq transcript:XM_023238235.1; RefSeq protein:XP_023093185.1; KEGG:aor:AO090038000558; KEGG->GeneID:5997556; UniProt:Q2U287,False
AO090026000428,AO090026000428,AO090026000428,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993910; RefSeq transcript:XM_023236067.1; RefSeq protein:XP_023091032.1; KEGG:aor:AO090026000428; KEGG->GeneID:5993910; KEGG->UniProt:Q2UEY5; UniProt:Q2UEY5,False
AO090012000504,AO090012000504,AO090012000504,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5987984; RefSeq transcript:XM_023236512.1; RefSeq protein:XP_023091431.1; KEGG:aor:AO090012000504; KEGG->GeneID:5987984; KEGG->UniProt:Q2UCP4; UniProt:Q2UCP4,False
AO090113000014,AO090113000014,AO090113000014,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995860; RefSeq transcript:XM_001824161.3; RefSeq protein:XP_001824213.1; KEGG:aor:AO090113000014; KEGG->GeneID:5995860; KEGG->UniProt:Q2U5T5; UniProt:Q2U5T5,False
AO090023000864,AO090023000864,AO090023000864,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993367; RefSeq transcript:XM_001821313.3; RefSeq protein:XP_001821365.1; KEGG:aor:AO090023000864; KEGG->GeneID:5993367; KEGG->UniProt:Q2UGF2; UniProt:Q2UGF2,False
AO090026000605,AO090026000605,AO090026000605,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994061; RefSeq transcript:XM_023235995.1; RefSeq protein:XP_023091094.1; KEGG:aor:AO090026000605; KEGG->GeneID:5994061; KEGG->UniProt:Q2UEI4; UniProt:Q2UEI4,False
AO090011000398,AO090011000398,AO090011000398,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998141; RefSeq transcript:XM_023232930.1; RefSeq protein:XP_023093487.1; KEGG:aor:AO090011000398; KEGG->GeneID:5998141; KEGG->UniProt:Q2U0L0; UniProt:Q2U0L0,False
AO090102000348,AO090102000348,AO090102000348,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994587; RefSeq transcript:XM_001822490.3; RefSeq protein:XP_001822542.3; KEGG:aor:AO090102000348; KEGG->GeneID:5994587; KEGG->UniProt:Q2UAK6; UniProt:Q2UAK6,False
AO090113000006,AO090113000006,AO090113000006,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995853; RefSeq transcript:XM_001824154.3; RefSeq protein:XP_001824206.1; KEGG:aor:AO090113000006; KEGG->GeneID:5995853; KEGG->UniProt:Q2U5U2; UniProt:Q2U5U2,False
AO090701000263,AO090701000263,AO090701000263,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995186; RefSeq transcript:XM_001823077.1; RefSeq protein:XP_001823129.1; KEGG:aor:AO090701000263; KEGG->GeneID:5995186; KEGG->UniProt:Q2U8W9; UniProt:Q2U8W9,False
AO090023000765,AO090023000765,AO090023000765,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993274; RefSeq transcript:XM_023235749.1; RefSeq protein:XP_023090741.1; KEGG:aor:AO090023000765; KEGG->GeneID:5993274; KEGG->UniProt:Q2UGP5; UniProt:Q2UGP5,False
AO090012000925,AO090012000925,AO090012000925,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988339; RefSeq transcript:XM_023236691.1; RefSeq protein:XP_023091594.1; KEGG:aor:AO090012000925; KEGG->GeneID:5988339; KEGG->UniProt:Q2UBN9; UniProt:Q2UBN9,False
AO090026000225,AO090026000225,AO090026000225,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993737; RefSeq transcript:XM_001821657.3; RefSeq protein:XP_001821709.1; KEGG:aor:AO090026000225; KEGG->GeneID:5993737; KEGG->UniProt:Q2UFF8; UniProt:Q2UFF8,False
AO090003000586,AO090003000586,AO090003000586,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991735; RefSeq transcript:XM_001819700.1; RefSeq protein:XP_001819752.1; KEGG:aor:AO090003000586; KEGG->GeneID:5991735; KEGG->UniProt:Q2UL15; UniProt:Q2UL15,False
AO090005001298,AO090005001298,AO090005001298,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990180; RefSeq transcript:XM_023238188.1; RefSeq protein:XP_023089305.1; KEGG:aor:AO090005001298; KEGG->GeneID:5990180; KEGG->UniProt:Q2UQD2; UniProt:Q2UQD2,False
AO090003000675,AO090003000675,AO090003000675,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991808; RefSeq transcript:XM_001819773.1; RefSeq protein:XP_001819825.1; KEGG:aor:AO090003000675; KEGG->GeneID:5991808; KEGG->UniProt:Q2UKU2; UniProt:Q2UKU2,False
AO090701000053,AO090701000053,AO090701000053,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995003; RefSeq transcript:XM_001822894.1; RefSeq protein:XP_001822946.1; KEGG:aor:AO090701000053; KEGG->GeneID:5995003; KEGG->UniProt:Q2U9F2; UniProt:Q2U9F2,False
AO090009000311,AO090009000311,AO090009000311,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988721; RefSeq transcript:XM_023234700.1; RefSeq protein:XP_023088604.1; KEGG:aor:AO090009000311; KEGG->GeneID:5988721; KEGG->UniProt:Q2UUH6; UniProt:Q2UUH6,False
AO090003000939,AO090003000939,AO090003000939,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992038; RefSeq transcript:XM_001820003.3; RefSeq protein:XP_001820055.1; KEGG:aor:AO090003000939; KEGG->GeneID:5992038; KEGG->UniProt:Q2UK62; UniProt:Q2UK62,False
AO090003000609,AO090003000609,AO090003000609,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991756; RefSeq transcript:XM_001819721.3; RefSeq protein:XP_001819773.1; KEGG:aor:AO090003000609; KEGG->GeneID:5991756; KEGG->UniProt:Q2UKZ4; UniProt:Q2UKZ4,False
AO090003000972,AO090003000972,AO090003000972,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992067; RefSeq transcript:XM_001820032.3; RefSeq protein:XP_001820084.3; KEGG:aor:AO090003000972; KEGG->GeneID:5992067; KEGG->UniProt:Q2UK33; UniProt:Q2UK33,False
AO090009000688,AO090009000688,AO090009000688,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989036; RefSeq transcript:XM_001817054.3; RefSeq protein:XP_001817106.3; KEGG:aor:AO090009000688; KEGG->GeneID:5989036; KEGG->UniProt:Q2UTL1; UniProt:Q2UTL1,False
AO090012000979,AO090012000979,AO090012000979,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988389; RefSeq transcript:XM_001727863.3; RefSeq protein:XP_001727915.3; KEGG:aor:AO090012000979; KEGG->GeneID:5988389; KEGG->UniProt:Q2UBI9; UniProt:Q2UBI9,False
AO090011000795,AO090011000795,AO090011000795,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,UniProt:Q9Y8E3 (AO090011000795-A; legacy suffixed name),confirmed,NCBI GeneID:5998476; RefSeq transcript:XM_023233110.1; RefSeq protein:XP_023093645.1; KEGG:aor:AO090011000795; KEGG->GeneID:5998476; UniProt:Q2TZM5; PROPOSED CORRECTION: existing ambiguous classification -> confirmed unchanged locus,False
AO090003001144,AO090003001144,AO090003001144,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992220; RefSeq transcript:XM_001820185.3; RefSeq protein:XP_001820237.1; KEGG:aor:AO090003001144; KEGG->GeneID:5992220; KEGG->UniProt:Q2UJN0; UniProt:Q2UJN0,False
AO090020000468,AO090020000468,AO090020000468,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997085; RefSeq transcript:XM_001824728.1; RefSeq protein:XP_001824780.1; KEGG:aor:AO090020000468; KEGG->GeneID:5997085; KEGG->UniProt:Q2U468; UniProt:Q2U468,False
AO090003000068,AO090003000068,AO090003000068,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991288; RefSeq transcript:XM_001819253.3; RefSeq protein:XP_001819305.1; KEGG:aor:AO090003000068; KEGG->GeneID:5991288; KEGG->UniProt:Q2UMB2; UniProt:Q2UMB2,False
AO090003000801,AO090003000801,AO090003000801,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991920; RefSeq transcript:XM_001819885.3; RefSeq protein:XP_001819937.1; KEGG:aor:AO090003000801; KEGG->GeneID:5991920; KEGG->UniProt:Q2UKI0; UniProt:Q2UKI0,False
AO090003000506,AO090003000506,AO090003000506,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991662; RefSeq transcript:XM_001819627.3; RefSeq protein:XP_001819679.1; KEGG:aor:AO090003000506; KEGG->GeneID:5991662; KEGG->UniProt:Q2UL88; UniProt:Q2UL88,False
AO090701000164,AO090701000164,AO090701000164,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995098; RefSeq transcript:XM_001822989.3; RefSeq protein:XP_001823041.1; KEGG:aor:AO090701000164; KEGG->GeneID:5995098; KEGG->UniProt:Q2U957; UniProt:Q2U957,False
AO090003000038,AO090003000038,AO090003000038,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991261; RefSeq transcript:XM_001819226.3; RefSeq protein:XP_001819278.1; KEGG:aor:AO090003000038; KEGG->GeneID:5991261; KEGG->UniProt:Q2UMD9; UniProt:Q2UMD9,False
AO090023000584,AO090023000584,AO090023000584,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993120; RefSeq transcript:XM_023235671.1; RefSeq protein:XP_023090671.1; KEGG:aor:AO090023000584; KEGG->GeneID:5993120; KEGG->UniProt:Q2UH49; UniProt:Q2UH49,False
AO090009000178,AO090009000178,AO090009000178,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988606; RefSeq transcript:XM_001816624.3; RefSeq protein:XP_001816676.3; KEGG:aor:AO090009000178; KEGG->GeneID:5988606; KEGG->UniProt:Q2UUU1; UniProt:Q2UUU1,False
AO090005000158,AO090005000158,AO090005000158,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989213; RefSeq transcript:XM_001817216.3; RefSeq protein:XP_001817268.1; KEGG:aor:AO090005000158; KEGG->GeneID:5989213; KEGG->UniProt:Q2UT49; UniProt:Q2UT49,False
AO090011000717,AO090011000717,AO090011000717,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998406; RefSeq transcript:XM_001826251.3; RefSeq protein:XP_001826303.1; KEGG:aor:AO090011000717; KEGG->GeneID:5998406; KEGG->UniProt:Q2TZU5; UniProt:Q2TZU5,False
AO090023000334,AO090023000334,AO090023000334,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992897; RefSeq transcript:XM_001820843.1; RefSeq protein:XP_001820895.1; KEGG:aor:AO090023000334; KEGG->GeneID:5992897; KEGG->UniProt:Q2UHS2; UniProt:Q2UHS2,False
AO090102000638,AO090102000638,AO090102000638,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994828; RefSeq transcript:XM_023236739.1; RefSeq protein:XP_023091893.1; KEGG:aor:AO090102000638; KEGG->GeneID:5994828; KEGG->UniProt:Q2U9W5; UniProt:Q2U9W5,False
AO090005000880,AO090005000880,AO090005000880,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989834; RefSeq transcript:XM_023233901.1; RefSeq protein:XP_023089136.1; KEGG:aor:AO090005000880; KEGG->GeneID:5989834; KEGG->UniProt:Q2URC8; UniProt:Q2URC8,False
AO090003000619,AO090003000619,AO090003000619,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991766; RefSeq transcript:XM_001819731.3; RefSeq protein:XP_001819783.1; KEGG:aor:AO090003000619; KEGG->GeneID:5991766; KEGG->UniProt:Q2UKY4; UniProt:Q2UKY4,False
AO090012000273,AO090012000273,AO090012000273,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5987790; RefSeq transcript:XM_001727264.3; RefSeq protein:XP_001727316.1; KEGG:aor:AO090012000273; KEGG->GeneID:5987790; KEGG->UniProt:Q2UD88; UniProt:Q2UD88,False
AO090120000329,AO090120000329,AO090120000329,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996313; RefSeq transcript:XM_001824002.3; RefSeq protein:XP_001824054.1; KEGG:aor:AO090120000329; KEGG->GeneID:5996313; KEGG->UniProt:Q2U694; UniProt:Q2U694,False
AO090005000965,AO090005000965,AO090005000965,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989908; RefSeq transcript:XM_023233842.1; RefSeq protein:XP_023089176.1; KEGG:aor:AO090005000965; KEGG->GeneID:5989908; KEGG->UniProt:Q2UR54; UniProt:Q2UR54,False
AO090011000292,AO090011000292,AO090011000292,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998048; RefSeq transcript:XM_001825893.3; RefSeq protein:XP_001825945.1; KEGG:aor:AO090011000292; KEGG->GeneID:5998048; KEGG->UniProt:Q2U0V3; UniProt:Q2U0V3,False
