record_id,ao_locus_tag,liu_ao_locus_tag,liu_source_raw,liu_table_row,gene_name,function,record_type,subsystem,subsystem_source,subsystem_confidence,subsystem_rationale,pathway_order,compartment,compartment_source,compartment_confidence,glycosylation_role,glycosylation_role_source,glycosylation_role_confidence,sig_all_three,direction_all_three,record_origin,evidence_source,yeast_ortholog,citation,mapping_status,mapping_method,manual_review_required,uniprot_accession,kegg_gene_id,kegg_ko,ncbi_gene_id
AOR00265,AO090701000291,AO090701000291,||Oliveira et al 2010-A. niger|,S1:267,,Targeting and import to the ER,machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,cytosol,uniprot,high,none,,,True,up,liu2014,aspergillus_homolog,SEC72,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U8U3,aor:AO090701000291,ko:K12274,5995212
AOR00266,AO090701000290,AO090701000290,|wang et al 2010-AO||,S1:268,,"Translocation to ER, ER protein-translocation complex subunit ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,uniprot,high,none,,,False,,liu2014,unknown,SEC72 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U8U4,aor:AO090701000290,ko:K12274,5995211
AOR00267,AO090701000719,AO090701000719,inparanoid+besthit|||,S1:269,,LDSV,machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,yeast_inference,SEC8,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U7S6,aor:AO090701000719,ko:K06111,5995757
AOR00268,AO090020000134,AO090020000134,||Oliveira et al 2010-A. niger|,S1:270,,Qa.II type SNARE,machinery_component,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,SED5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U502,aor:AO090020000134,ko:K08490,5996582
AOR00269,AO090001000326,AO090001000326,||Oliveira et al 2010-A. niger|,S1:271,sey1,Dynamin GTPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,SEY1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UNK6,,ko:K22698,
AOR00270,AO090005001279,AO090005001279,||Oliveira et al 2010-A. niger|,S1:272,,Sorting of PmaA,machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,SFB3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQE8,aor:AO090005001279,ko:K14007,5990164
AOR00271,AO090038000454,AO090038000454,||Oliveira et al 2010-A. niger|,S1:273,,TTC protein,machinery_component,tc,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",10.0,ER,subsystem_inference,medium,none,,,False,,liu2014,aspergillus_homolog,SGT2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U2H5,aor:AO090038000454,ko:K16365,5997468
AOR00272,AO090003001273,AO090003001273,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:274,,"ER packaging chaperone; Cellular export and secretion , Secretory component protein, putative ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,aspergillus_homolog,SHR3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJC7,aor:AO090003001273,,5992323
AOR00273,AO090003000363,AO090003000363,|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:275,,"Protein folding/UPR , Stress response transcription factor srrA ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,SKN7 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULL5,aor:AO090003000363,ko:K15859,5991535
AOR00274,AO090020000087,AO090020000087,||Oliveira et al 2010-A. niger|,S1:276,,Actin linking to clathrin,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,SLA2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U538,aor:AO090020000087,ko:K20040,5996546
AOR00275,AO090011000843,AO090011000843,|wang et al 2010-AO||,S1:277,,"Lipid/inositol metabolism , Fatty acyltransferase ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,SLC1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZI2,aor:AO090011000843,ko:K13509,5998519
AOR00276,AO090009000199,AO090009000199,||Oliveira et al 2010-A. niger|,S1:278,,MAP kinase: polarized growth,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,SLT2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UUS2,aor:AO090009000199,ko:K04464,
AOR00277,AO090701000606,AO090701000606,||Oliveira et al 2010-A. niger|,S1:279,,"SM protein, binds Sed5",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,SLY1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U818,aor:AO090701000606,ko:K19998,
AOR00278,AO090009000654,AO090009000654,inparanoid+besthit|||,S1:280,smp3,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,unknown,uniprot_conflict,low,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,SMP3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UTP0,,ko:K08098,5989007
AOR00279,AO090012000430,AO090012000430,||Oliveira et al 2010-A. niger|,S1:281,,R.IV type SNARE,machinery_component,snare,liu2014,high,Verified Liu 2014 Table S1 subsystem.,140.0,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,SNC2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UCV7,aor:AO090012000430,ko:K08513,5987921
AOR00280,AO090023000164,AO090023000164,|wang et al 2010-AO||,S1:282,,"Vacuolar protein sorting , Sorting nexin, retrieval from endosomes ",machinery_component,cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,SNX41 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UI75,aor:AO090023000164,ko:K21996,5992744
AOR00281,AO090005000615,AO090005000615,bhits|wang et al 2010-AO||,S1:283,,"TC; Translocation to ER, signal peptidase complex SU ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,unknown,SPC2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2US08,aor:AO090005000615,,5989604
AOR00282,AO090102000523,AO090102000523,inparanoid+besthit|wang et al 2010-AO||,S1:284,,"TC; Translocation to ER,  signal peptidase complex SU ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,SPC3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UA65,aor:AO090102000523,,5994728
AOR00283,AO090012000773,AO090012000773,|wang et al 2010-AO||,S1:285,,"Cell wall biogenesis , P-type ATPase—unknown function ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,SPF1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UC23,aor:AO090012000773,ko:K14950,5988205
AOR00284,AO090005000980,AO090005000980,inparanoid+besthit|||,S1:286,,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,ER,subsystem_inference,medium,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,SPT14,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UR42,aor:AO090005000980,ko:K03857,5989920
AOR00285,AO090701000163,AO090701000163,inparanoid+besthit|wang et al 2010-AO||,S1:287,,"TC; Translocation to ER, signal recognition particle receptor ",machinery_component,tc,liu2014_description,medium,Specific function stated in Liu 2014 description.,10.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SRP101,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U958,aor:AO090701000163,ko:K13431,5995744
AOR00286,AO090011000933,AO090011000933,inparanoid+besthit|||,S1:288,,TC,machinery_component,tc,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,10.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SRP102,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZA6,aor:AO090011000933,ko:K12272,5998595
AOR00287,AO090011000469,AO090011000469,bhits|wang et al 2010-AO||,S1:289,,"TC; Translocation to ER, signal recognition particle SU ",machinery_component,tc,liu2014_description,medium,Specific function stated in Liu 2014 description.,10.0,cytosol,uniprot,high,none,,,False,,liu2014,unknown,SRP14,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U0E6,aor:AO090011000469,ko:K03104,5998205
AOR00288,AO090120000351,AO090120000351,bhits|||,S1:290,,TC,machinery_component,tc,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,10.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,SRP21,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U675,aor:AO090120000351,,5996332
AOR00289,AO090102000593,AO090102000593,inparanoid+besthit|wang et al 2010-AO||,S1:291,,"TC; Translocation to ER, signal recognition particle, subunit ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SRP54,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UA05,aor:AO090102000593,ko:K03106,5994788
AOR00290,AO090003000956,AO090003000956,inparanoid+besthit|||,S1:292,,TC,machinery_component,tc,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,10.0,cytosol,uniprot,high,none,,,False,,liu2014,yeast_inference,SRP68,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UK46,aor:AO090003000956,ko:K03107,5992054
AOR00291,AO090003001205,AO090003001205,inparanoid+besthit|||,S1:293,,TC,machinery_component,tc,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,10.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SRP72,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJI0,aor:AO090003001205,ko:K03108,5992270
AOR00292,AO090012000995,AO090012000995,|wang et al 2010-AO|Oliveira et al 2010-A. niger|Kuratsu et al 2007-AO SNARE,S1:294,,"Protein folding/UPR , Heat shock protein, 70 kDa ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,aspergillus_homolog,"SSA1,SSA2,SSA3,SSA4",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UBH7,aor:AO090012000995,ko:K03283,
AOR00293,AO090011000513,AO090011000513,|wang et al 2010-AO||,S1:295,,"Protein folding/UPR , Heat shock protein, 70 kDa ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,SSB1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U0A9,aor:AO090011000513,,5998242
AOR00294,AO090103000007,AO090103000007,|wang et al 2010-AO|Oliveira et al 2010-A. niger|Kuratsu et al 2007-AO SNARE,S1:296,,"Protein folding/UPR , Heat shock protein, 70 kDa, hscA ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,SSB2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZ28,aor:AO090103000007,ko:K03283,
AOR00295,AO090113000129,AO090113000129,||Oliveira et al 2010-A. niger|,S1:297,,Hsp90 chaperone complex,machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,SSE2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U5I6,aor:AO090113000129,ko:K09489,
AOR00296,AO090010000311,AO090010000311,||Oliveira et al 2010-A. niger|,S1:298,,Qa.IV type SNARE,machinery_component,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,aspergillus_homolog,"SSO1, SSO2",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TX29,aor:AO090010000311,ko:K08486,5999461
AOR00297,AO090005001482,AO090005001482,bhits|||,S1:299,dapB,Golgi processing,machinery_component,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,STE13,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UPW4,,ko:K01282,5990348
AOR00298,AO090038000562,AO090038000562,||Oliveira et al 2010-A. niger|,S1:300,,Hsp90 co-chaperone,machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,STI1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U285,aor:AO090038000562,ko:K09553,
AOR00299,AO090103000069,AO090103000069,inparanoid+besthit|wang et al 2010-AO||,S1:301,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex, SU ",machinery_component,er_glycosylation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,30.0,unknown,uniprot_conflict,low,n_glycan_transfer,liu2014,high,True,up,liu2014,yeast_inference,STT3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TYX5,aor:AO090103000069,ko:K07151,5998803
AOR00300,AO090003000421,AO090003000421,||Oliveira et al 2010-A. niger|,S1:302,,Structural: microtule dynamics,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,STU2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULG4,aor:AO090003000421,ko:K24394,5991586
AOR00301,AO090020000592,AO090020000592,bhits|||,S1:303,,HDSV,machinery_component,hdsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,110.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,unknown,SWA2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U3W3,aor:AO090020000592,,5996971
AOR00302,AO090023000690,AO090023000690,bhits|wang et al 2010-AO||,S1:304,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex,Delta (essential) subunit",machinery_component,er_glycosylation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,30.0,unknown,uniprot_conflict,low,n_glycan_transfer,liu2014,high,True,up,liu2014,unknown,SWP1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGV9,aor:AO090023000690,ko:K12667,5993210
AOR00303,AO090012000240,AO090012000240,|||Kuratsu et al 2007-AO SNARE,S1:305,,"DNA, SC012",machinery_component,snare,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",140.0,membrane,uniprot,high,none,,,False,,liu2014,unknown,SYN8,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UDB4,aor:AO090012000240,ko:K08501,5987764
AOR00304,AO090038000561,AO090038000561,||Oliveira et al 2010-A. niger|,S1:306,,Tricalbin,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,TCB1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U286,aor:AO090038000561,ko:K28063,5997557
AOR00305,AO090120000250,AO090120000250,||Oliveira et al 2010-A. niger|,S1:307,,Cargo exit from ER,machinery_component,gpi_biosynthesis,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",50.0,ER,subsystem_inference,medium,gpi_anchor,kegg_pathway,medium,False,,liu2014,aspergillus_homolog,TED1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U6G1,aor:AO090120000250,ko:K23362,5996246
AOR00306,AO090102000487,AO090102000487,|||Kuratsu et al 2007-AO SNARE,S1:308,,Qc-SNARE,machinery_component,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,TLG1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UA95,aor:AO090102000487,ko:K08499,5994698
AOR00307,AO090003001228,AO090003001228,||Oliveira et al 2010-A. niger|,S1:309,,Qa.III.a type SNARE,machinery_component,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,TLG2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJG4,aor:AO090003001228,ko:K08489,5992286
AOR00308,AO090023000078,AO090023000078,bhits|||,S1:310,,C-methylation of prenylCys.,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,TOR2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UIF1,aor:AO090023000078,,5992668
AOR00309,AO090012000873,AO090012000873,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:311,,"tRNA ligase required for tRNA splicing; Protein folding/UPR , tRNA ligase ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,aspergillus_homolog,TRL1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UBT4,aor:AO090012000873,ko:K14679,5988294
AOR00310,AO090701000055,AO090701000055,|wang et al 2010-AO||,S1:312,,"Vesicular transport of proteins between ER and Golgi, Targeting and fusion of ER-Golgi vesicles ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,Golgi,uniprot,high,none,,,False,,liu2014,unknown,TRS120 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9F0,aor:AO090701000055,ko:K20306,5995005
AOR00311,AO090011000833,AO090011000833,inparanoid+besthit|||,S1:313,,COPII,machinery_component,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,yeast_inference,TRS20,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZJ1,aor:AO090011000833,ko:K20301,5998510
AOR00312,AO090120000403,AO090120000403,inparanoid+besthit|||,S1:314,,COPII,machinery_component,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,TRS31,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U630,aor:AO090120000403,ko:K20280,5996377
AOR00313,AO090701000012,AO090701000012,bhits|||,S1:315,,COPII,machinery_component,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,unknown,TRS33,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9J0,aor:AO090701000012,ko:K20304,5994965
AOR00314,AO090005001065,AO090005001065,||Oliveira et al 2010-A. niger|,S1:316,,Thioredoxin,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,TRX1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQX3,aor:AO090005001065,ko:K03671,5989989
AOR00315,AO090009000281,AO090009000281,||Oliveira et al 2010-A. niger|,S1:317,,β-tubulin TubB,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,TUB2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UUK4,aor:AO090009000281,ko:K07375,5988693
AOR00316,AO090005000840,AO090005000840,||Oliveira et al 2010-A. niger|,S1:318,,α-tubulin TubA,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,TUB3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2URG3,aor:AO090005000840,ko:K07374,5989799
AOR00317,AO090009000287,AO090009000287,||Oliveira et al 2010-A. niger|,S1:319,tvp38,Asymetric localization of Kar9,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,TVP38,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UUJ9,,ko:K26753,
AOR00318,AO090012000248,AO090012000248,inparanoid+besthit|wang et al 2010-AO||,S1:320,,"Protein degradation , Ubiquitin-activating enzyme ",machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,unassigned,low,none,,,False,,liu2014,yeast_inference,UBA1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UDA8,aor:AO090012000248,ko:K03178,
AOR00319,AO090701000588,AO090701000588,|wang et al 2010-AO||,S1:321,,"Protein degradation , E2 ubiquitin-conjugating enzyme ",machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,unassigned,low,none,,,False,,liu2014,unknown,UBC12 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U835,aor:AO090701000588,ko:K10579,5995470
AOR00320,AO090102000609,AO090102000609,bhits|wang et al 2010-AO||,S1:322,,"ERADM,ERADL; Protein degradation , Ubiquitin-conjugating enzyme (UBC7 ortholog) ",machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,unassigned,low,none,,,False,,liu2014,unknown,UBC7,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9Z1,aor:AO090102000609,ko:K04555,5994802
AOR00321,AO090103000399,AO090103000399,bhits|||,S1:323,,E2 ubiquitin-conjugating enzyme (EC 2.3.2.23),machinery_component,hdsv,liu2014,high,Verified Liu 2014 Table S1 subsystem.,110.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,unknown,UBC7,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TY43,aor:AO090103000399,ko:K10575,5999085
AOR00322,AO090102000527,AO090102000527,||Oliveira et al 2010-A. niger|,S1:324,,Ub-specific protease,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,UBP15,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UA63,aor:AO090102000527,ko:K11838,5994730
AOR00323,AO090011000379,AO090011000379,bhits||Oliveira et al 2010-A. niger|,S1:325,,"ERADL, Ub activator domain protein",machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,UBX2/UBX3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U0M5,aor:AO090011000379,ko:K18726,5998126
AOR00324,AO090005000853,AO090005000853,inparanoid+besthit|||,S1:326,,ERADL,machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,unassigned,low,none,,,False,,liu2014,yeast_inference,UFD1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2URF2,aor:AO090005000853,ko:K14016,5989810
AOR00325,AO090023000839,AO090023000839,||Oliveira et al 2010-A. niger|,S1:327,,Ub-Ub ligase,machinery_component,folding,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",40.0,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,UFD2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGH5,aor:AO090023000839,ko:K10597,5993344
AOR00326,AO090011000678,AO090011000678,|||Kuratsu et al 2007-AO SNARE,S1:328,,Qa-SNARE,machinery_component,snare,liu2014,high,Verified Liu 2014 Table S1 subsystem.,140.0,membrane,uniprot,high,none,,,False,,liu2014,unknown,UFE1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZX6,aor:AO090011000678,,5998375
AOR00327,AO090038000558,AO090038000558,bhits|||,S1:329,,UGPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,UGP1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U287,aor:AO090038000558,ko:K00963,
AOR00328,AO090026000428,AO090026000428,||Oliveira et al 2010-A. niger|,S1:330,,ER export receptor,machinery_component,folding,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",40.0,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,UIP5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UEY5,aor:AO090026000428,ko:K10082,5993910
AOR00329,AO090012000504,AO090012000504,inparanoid+besthit|wang et al 2010-AO||,S1:331,,"COPII; Vesicular transport of proteins between ER and Golgi, SNARE complex assembly protein ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,Golgi,uniprot,high,none,,,False,,liu2014,yeast_inference,USO1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,True,Q2UCP4,aor:AO090012000504,ko:K20361,5987984
AOR00330,AO090113000014,AO090113000014,||Oliveira et al 2010-A. niger|,S1:332,vac8,Cytoplasm to vacuole targeting,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,VAC8,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U5T5,aor:AO090113000014,ko:K08332,5995860
AOR00331,AO090023000864,AO090023000864,inparanoid+besthit|||,S1:333,,"ALPpathway, Qa-SNARE",machinery_component,alp_pathway,liu2014,high,Verified Liu 2014 Table S1 subsystem.,130.0,vacuole,subsystem_inference,medium,none,,,False,,liu2014,yeast_inference,"VAM3, PEP12",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGF2,aor:AO090023000864,,5993367
AOR00332,AO090026000605,AO090026000605,|||Kuratsu et al 2007-AO SNARE,S1:334,,Qc-SNARE,machinery_component,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,unknown,VAM7,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UEI4,aor:AO090026000605,ko:K08502,5994061
